stateid,timeid,dose1,dose2
Arunachal Pradesh,13,31560488.0,4996427.0
Arunachal Pradesh,14,36738520.0,7806483.0
Arunachal Pradesh,15,54353285.0,7638943.0
Arunachal Pradesh,16,65380709.0,8558244.0
Arunachal Pradesh,17,2589994195.0,18042477.0
Arunachal Pradesh,18,136309650.0,9337054.0
Arunachal Pradesh,19,326723129.0,330158.0
Arunachal Pradesh,20,83908453.0,60192.0
Arunachal Pradesh,21,1867321056.0,160314.0
Arunachal Pradesh,22,385133337.0,170412.0
Arunachal Pradesh,23,836258819.0,400553.0
Arunachal Pradesh,24,682164802.0,1421575.0
Arunachal Pradesh,25,486559217.0,10587064.0
Arunachal Pradesh,26,417051582.0,30999106.0
Arunachal Pradesh,27,531432037.0,46200171.0
Arunachal Pradesh,28,356422407.0,52607427.0
Arunachal Pradesh,29,219415547.0,28592537.0
Arunachal Pradesh,30,162215336.0,11617688.0
Arunachal Pradesh,31,173411220.0,26963658.0
Assam,1,401.0,0.0
Assam,2,3660.0,0.0
Assam,3,26512.0,0.0
Assam,4,47925.0,0.0
Assam,5,43552.0,2006.0
Assam,6,31279.0,8584.0
Assam,7,42047.0,17168.0
Assam,8,148225.0,24810.0
Assam,9,126257.0,31299.0
Assam,10,87796.0,24516.0
Assam,11,332813.0,33017.0
Assam,12,140106.0,32003.0
Assam,13,205557.0,76554.0
Assam,14,59332.0,40762.0
Assam,15,297490.0,122152.0
Assam,16,427578.0,140664.0
Assam,17,325788.0,103004.0
Assam,18,285358.0,74338.0
Assam,19,306857.0,46646.0
Assam,20,308167.0,49656.0
Assam,21,220749.0,20593.0
Assam,22,374072.0,69556.0
Assam,23,427672.0,138079.0
Assam,24,1389486.0,127319.0
Assam,25,643862.0,111854.0
Assam,26,263231.0,50524.0
Assam,27,671272.0,181569.0
Assam,28,720674.0,184910.0
Assam,29,751281.0,217665.0
Assam,30,1480218.0,220949.0
Assam,31,1240836.0,292703.0
Bihar,1,2967.0,0.0
Bihar,2,35442.0,0.0
Bihar,3,67342.0,0.0
Bihar,4,224576.0,0.0
Bihar,5,121379.0,55.0
Bihar,6,67654.0,38347.0
Bihar,7,39961.0,39826.0
Bihar,8,84363.0,106740.0
Bihar,9,429095.0,107410.0
Bihar,10,379926.0,75699.0
Bihar,11,637591.0,40374.0
Bihar,12,672940.0,24127.0
Bihar,13,1190747.0,104666.0
Bihar,14,941202.0,145577.0
Bihar,15,585058.0,199000.0
Bihar,16,448482.0,237224.0
Bihar,17,375673.0,359313.0
Bihar,18,875670.0,211098.0
Bihar,19,612349.0,40111.0
Bihar,20,638997.0,43592.0
Bihar,21,652055.0,65897.0
Bihar,22,948946.0,67327.0
Bihar,23,1439227.0,131631.0
Bihar,24,2036374.0,137168.0
Bihar,25,1215113.0,220262.0
Bihar,26,1158201.0,278383.0
Bihar,27,1671900.0,436012.0
Bihar,28,1098865.0,293284.0
Bihar,29,1899663.0,487583.0
Bihar,30,2393761.0,508959.0
Bihar,31,2221859.0,459602.0
Chandigarh,1,120.0,0.0
Chandigarh,2,670.0,0.0
Chandigarh,3,1416.0,0.0
Chandigarh,4,1652.0,0.0
Chandigarh,5,2851.0,117.0
Chandigarh,6,3670.0,629.0
Chandigarh,7,6548.0,894.0
Chandigarh,8,10599.0,1513.0
Chandigarh,9,10773.0,2549.0
Chandigarh,10,9532.0,3134.0
Chandigarh,11,7357.0,2411.0
Chandigarh,12,19340.0,2062.0
Chandigarh,13,22216.0,4955.0
Chandigarh,14,20990.0,7256.0
Chandigarh,15,20260.0,11207.0
Chandigarh,16,25605.0,12890.0
Chandigarh,17,23846.0,13379.0
Chandigarh,18,23717.0,10676.0
Chandigarh,19,26558.0,950.0
Chandigarh,20,27027.0,232.0
Chandigarh,21,38028.0,244.0
Chandigarh,22,22874.0,633.0
Chandigarh,23,47250.0,1427.0
Chandigarh,24,44405.0,4400.0
Chandigarh,25,39330.0,13394.0
Chandigarh,26,33578.0,20091.0
Chandigarh,27,48697.0,22202.0
Chandigarh,28,38004.0,30968.0
Chandigarh,29,45069.0,26949.0
Chandigarh,30,64627.0,23069.0
Chandigarh,31,46970.0,26120.0
Chhattisgarh,1,1040.0,0.0
Chhattisgarh,2,11145.0,0.0
Chhattisgarh,3,45261.0,0.0
Chhattisgarh,4,96069.0,0.0
Chhattisgarh,5,94792.0,862.0
Chhattisgarh,6,92923.0,20043.0
Chhattisgarh,7,35488.0,30850.0
Chhattisgarh,8,135465.0,68637.0
Chhattisgarh,9,188558.0,71254.0
Chhattisgarh,10,380761.0,77093.0
Chhattisgarh,11,347956.0,38205.0
Chhattisgarh,12,877543.0,31449.0
Chhattisgarh,13,1414409.0,68006.0
Chhattisgarh,14,655297.0,87068.0
Chhattisgarh,15,344583.0,109453.0
Chhattisgarh,16,154731.0,141441.0
Chhattisgarh,17,82336.0,139938.0
Chhattisgarh,18,100446.0,195163.0
Chhattisgarh,19,34036.0,11323.0
Chhattisgarh,20,34329.0,11337.0
Chhattisgarh,21,24237.0,28557.0
Chhattisgarh,22,17046.0,26417.0
Chhattisgarh,23,21184.0,28498.0
Chhattisgarh,24,1022250.0,204703.0
Chhattisgarh,25,955539.0,265779.0
Chhattisgarh,26,324582.0,183110.0
Chhattisgarh,27,397105.0,148307.0
Chhattisgarh,28,373348.0,167120.0
Chhattisgarh,29,370345.0,166038.0
Chhattisgarh,30,490240.0,242165.0
Chhattisgarh,31,260467.0,213065.0
Dadra and Nagar Haveli and Daman and Diu,1,23.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2,257.0,0.0
Dadra and Nagar Haveli and Daman and Diu,3,572.0,0.0
Dadra and Nagar Haveli and Daman and Diu,4,1403.0,0.0
Dadra and Nagar Haveli and Daman and Diu,5,1805.0,71.0
Dadra and Nagar Haveli and Daman and Diu,6,2316.0,394.0
Dadra and Nagar Haveli and Daman and Diu,7,928.0,209.0
Dadra and Nagar Haveli and Daman and Diu,8,3942.0,1210.0
Dadra and Nagar Haveli and Daman and Diu,9,3086.0,1358.0
Dadra and Nagar Haveli and Daman and Diu,10,4011.0,1348.0
Dadra and Nagar Haveli and Daman and Diu,11,3713.0,680.0
Dadra and Nagar Haveli and Daman and Diu,12,12368.0,1248.0
Dadra and Nagar Haveli and Daman and Diu,13,24706.0,2260.0
Dadra and Nagar Haveli and Daman and Diu,14,12834.0,2401.0
Dadra and Nagar Haveli and Daman and Diu,15,4752.0,2206.0
Dadra and Nagar Haveli and Daman and Diu,16,3037.0,3182.0
Dadra and Nagar Haveli and Daman and Diu,17,2813.0,4205.0
Dadra and Nagar Haveli and Daman and Diu,18,9081.0,5099.0
Dadra and Nagar Haveli and Daman and Diu,19,28723.0,38.0
Dadra and Nagar Haveli and Daman and Diu,20,40317.0,49.0
Dadra and Nagar Haveli and Daman and Diu,21,36291.0,104.0
Dadra and Nagar Haveli and Daman and Diu,22,43328.0,283.0
Dadra and Nagar Haveli and Daman and Diu,23,41145.0,579.0
Dadra and Nagar Haveli and Daman and Diu,24,60008.0,4986.0
Dadra and Nagar Haveli and Daman and Diu,25,77257.0,15723.0
Dadra and Nagar Haveli and Daman and Diu,26,47581.0,12135.0
Dadra and Nagar Haveli and Daman and Diu,27,44556.0,6787.0
Dadra and Nagar Haveli and Daman and Diu,28,19373.0,4797.0
Dadra and Nagar Haveli and Daman and Diu,29,24891.0,3418.0
Dadra and Nagar Haveli and Daman and Diu,30,25170.0,4142.0
Dadra and Nagar Haveli and Daman and Diu,31,18093.0,11509.0
Delhi,1,892.0,0.0
Delhi,2,11420.0,0.0
Delhi,3,32446.0,0.0
Delhi,4,52734.0,0.0
Delhi,5,80682.0,1967.0
Delhi,6,112963.0,16306.0
Delhi,7,76562.0,20459.0
Delhi,8,59191.0,29532.0
Delhi,9,71391.0,52494.0
Delhi,10,80893.0,70747.0
Delhi,11,99515.0,51811.0
Delhi,12,532730.0,38432.0
Delhi,13,493931.0,75593.0
Delhi,14,415749.0,94245.0
Delhi,15,274836.0,114710.0
Delhi,16,216007.0,145011.0
Delhi,17,432516.0,150147.0
Delhi,18,420102.0,185393.0
Delhi,19,472965.0,104987.0
Delhi,20,211070.0,52037.0
Delhi,21,222480.0,81145.0
Delhi,22,267860.0,155638.0
Delhi,23,304796.0,137733.0
Delhi,24,685715.0,121819.0
Delhi,25,837050.0,206630.0
Delhi,26,347699.0,169735.0
Delhi,27,320221.0,135129.0
Delhi,28,155109.0,172376.0
Delhi,29,93217.0,280822.0
Delhi,30,361519.0,270569.0
Delhi,31,506741.0,329534.0
Goa,1,50.0,0.0
Goa,2,921.0,0.0
Goa,3,2493.0,0.0
Goa,4,3996.0,0.0
Goa,5,5817.0,309.0
Goa,6,2845.0,964.0
Goa,7,3748.0,1477.0
Goa,8,17024.0,4156.0
Goa,9,18901.0,4802.0
Goa,10,20455.0,2625.0
Goa,11,15441.0,2831.0
Goa,12,19828.0,4451.0
Goa,13,28866.0,9070.0
Goa,14,51493.0,14593.0
Goa,15,45666.0,16298.0
Goa,16,44461.0,11688.0
Goa,17,27329.0,9744.0
Goa,18,32909.0,11207.0
Goa,19,47020.0,453.0
Goa,20,37256.0,293.0
Goa,21,41010.0,1289.0
Goa,22,56267.0,1598.0
Goa,23,122640.0,3077.0
Goa,24,101915.0,6866.0
Goa,25,104524.0,20017.0
Goa,26,64429.0,38377.0
Goa,27,58469.0,42474.0
Goa,28,37450.0,36859.0
Goa,29,41482.0,26878.0
Goa,30,32680.0,22663.0
Goa,31,25430.0,34850.0
Gujarat,1,45808.0,0.0
Gujarat,2,43987402.0,0.0
Gujarat,3,1031004070.0,0.0
Gujarat,4,3827563031.0,0.0
Gujarat,5,6439995074.0,2.0
Gujarat,6,789540933.0,58145728.0
Gujarat,7,133299317.0,844305390.0
Gujarat,8,51689053837.0,2448287631.0
Gujarat,9,53318025601.0,2553601434.0
Gujarat,10,-52877634935.0,8857960975.0
Gujarat,11,571439638215.0,982243598.0
Gujarat,12,58751194133.0,-6246578560.0
Gujarat,13,411164365671.0,25185069782.0
Gujarat,14,126822777934.0,10487955808.0
Gujarat,15,65700788931.0,58784735854.0
Gujarat,16,54107222574.0,97734042723.0
Gujarat,17,3383339314930.0,103953519408.0
Gujarat,18,167487458355.0,80026514193.0
Gujarat,19,41745268557.0,804454191.0
Gujarat,20,2380834931333.0,12371474103.0
Gujarat,21,498756837124.0,14753375536.0
Gujarat,22,1153873699114.0,20160329532.0
Gujarat,23,1441017886088.0,29175594394.0
Gujarat,24,1841314732098.0,47402645295.0
Gujarat,25,1109196036539.0,56959871789.0
Gujarat,26,5855607569450.0,28566708322.0
Gujarat,27,1325826919249.0,45842244008.0
Gujarat,28,1549318071045.0,179312391868.0
Gujarat,29,1503034077978.0,60847991941.0
Gujarat,30,1957448693070.0,204139291602.0
Gujarat,31,2671923217760.0,2011821831263.0
Haryana,1,1864.0,0.0
Haryana,2,41486.0,0.0
Haryana,3,51793.0,0.0
Haryana,4,13821.0,0.0
Haryana,5,68718.0,590.0
Haryana,6,26450.0,18663.0
Haryana,7,13841.0,42413.0
Haryana,8,43546.0,12757.0
Haryana,9,106522.0,28108.0
Haryana,10,353390.0,25684.0
Haryana,11,368204.0,14043.0
Haryana,12,504758.0,17302.0
Haryana,13,494257.0,35052.0
Haryana,14,617594.0,121770.0
Haryana,15,325976.0,154159.0
Haryana,16,179394.0,94592.0
Haryana,17,361976.0,149404.0
Haryana,18,403805.0,201816.0
Haryana,19,434462.0,29461.0
Haryana,20,404594.0,42523.0
Haryana,21,389453.0,29997.0
Haryana,22,481040.0,44666.0
Haryana,23,493967.0,83130.0
Haryana,24,951790.0,151909.0
Haryana,25,672968.0,256587.0
Haryana,26,299067.0,188721.0
Haryana,27,409281.0,251858.0
Haryana,28,281337.0,192072.0
Haryana,29,523051.0,318346.0
Haryana,30,633916.0,336860.0
Haryana,31,539785.0,349022.0
Himachal Pradesh,1,202.0,0.0
Himachal Pradesh,2,5194.0,0.0
Himachal Pradesh,3,17391.0,0.0
Himachal Pradesh,4,26548.0,0.0
Himachal Pradesh,5,27408.0,449.0
Himachal Pradesh,6,17826.0,11382.0
Himachal Pradesh,7,6358.0,8662.0
Himachal Pradesh,8,19965.0,24530.0
Himachal Pradesh,9,45478.0,18159.0
Himachal Pradesh,10,86720.0,16137.0
Himachal Pradesh,11,96216.0,6943.0
Himachal Pradesh,12,171215.0,4517.0
Himachal Pradesh,13,316877.0,14656.0
Himachal Pradesh,14,306340.0,28920.0
Himachal Pradesh,15,211198.0,48268.0
Himachal Pradesh,16,207336.0,78505.0
Himachal Pradesh,17,136934.0,98532.0
Himachal Pradesh,18,85340.0,73015.0
Himachal Pradesh,19,116814.0,552.0
Himachal Pradesh,20,94894.0,381.0
Himachal Pradesh,21,92799.0,582.0
Himachal Pradesh,22,62900.0,1784.0
Himachal Pradesh,23,226888.0,4330.0
Himachal Pradesh,24,631361.0,31560.0
Himachal Pradesh,25,368035.0,135788.0
Himachal Pradesh,26,44938.0,250204.0
Himachal Pradesh,27,81829.0,181931.0
Himachal Pradesh,28,235879.0,127003.0
Himachal Pradesh,29,208385.0,106633.0
Himachal Pradesh,30,240951.0,87535.0
Himachal Pradesh,31,760570.0,152737.0
Jammu and Kashmir,1,447.0,0.0
Jammu and Kashmir,2,5146.0,0.0
Jammu and Kashmir,3,15668.0,0.0
Jammu and Kashmir,4,19648.0,0.0
Jammu and Kashmir,5,76768.0,722.0
Jammu and Kashmir,6,68420.0,5536.0
Jammu and Kashmir,7,36289.0,9429.0
Jammu and Kashmir,8,66458.0,9418.0
Jammu and Kashmir,9,73822.0,31109.0
Jammu and Kashmir,10,107215.0,54887.0
Jammu and Kashmir,11,113114.0,34887.0
Jammu and Kashmir,12,154072.0,13534.0
Jammu and Kashmir,13,358537.0,31203.0
Jammu and Kashmir,14,263001.0,39658.0
Jammu and Kashmir,15,332605.0,75128.0
Jammu and Kashmir,16,304779.0,74739.0
Jammu and Kashmir,17,240266.0,100981.0
Jammu and Kashmir,18,77052.0,51755.0
Jammu and Kashmir,19,104877.0,4427.0
Jammu and Kashmir,20,281672.0,5436.0
Jammu and Kashmir,21,196504.0,22221.0
Jammu and Kashmir,22,172502.0,17637.0
Jammu and Kashmir,23,282829.0,19319.0
Jammu and Kashmir,24,291914.0,37027.0
Jammu and Kashmir,25,369468.0,107633.0
Jammu and Kashmir,26,280445.0,74628.0
Jammu and Kashmir,27,219413.0,148004.0
Jammu and Kashmir,28,174117.0,164160.0
Jammu and Kashmir,29,219244.0,175570.0
Jammu and Kashmir,30,328255.0,146468.0
Jammu and Kashmir,31,311680.0,117916.0
Jharkhand,1,344.0,0.0
Jharkhand,2,3773.0,0.0
Jharkhand,3,27360.0,0.0
Jharkhand,4,55309.0,0.0
Jharkhand,5,109170.0,1978.0
Jharkhand,6,63590.0,9605.0
Jharkhand,7,30135.0,12174.0
Jharkhand,8,59648.0,37133.0
Jharkhand,9,101424.0,78358.0
Jharkhand,10,249983.0,69101.0
Jharkhand,11,649138.0,33757.0
Jharkhand,12,151132.0,14961.0
Jharkhand,13,469427.0,32623.0
Jharkhand,14,423342.0,49999.0
Jharkhand,15,157007.0,74550.0
Jharkhand,16,96703.0,73956.0
Jharkhand,17,66709.0,82413.0
Jharkhand,18,162802.0,93894.0
Jharkhand,19,323837.0,12200.0
Jharkhand,20,223532.0,23200.0
Jharkhand,21,307654.0,38800.0
Jharkhand,22,480880.0,46834.0
Jharkhand,23,549434.0,108269.0
Jharkhand,24,774200.0,117535.0
Jharkhand,25,411847.0,99645.0
Jharkhand,26,419764.0,170520.0
Jharkhand,27,426748.0,202489.0
Jharkhand,28,325369.0,124553.0
Jharkhand,29,656480.0,204476.0
Jharkhand,30,480952.0,147515.0
Jharkhand,31,540228.0,174393.0
Karnataka,1,3810.0,0.0
Karnataka,2,80775.0,0.0
Karnataka,3,161853.0,0.0
Karnataka,4,75083.0,0.0
Karnataka,5,114149.0,15.0
Karnataka,6,111109.0,117066.0
Karnataka,7,64556.0,104609.0
Karnataka,8,67269.0,23113.0
Karnataka,9,316522.0,80994.0
Karnataka,10,1003866.0,70724.0
Karnataka,11,856080.0,46189.0
Karnataka,12,1116446.0,36523.0
Karnataka,13,1530544.0,85162.0
Karnataka,14,947057.0,178371.0
Karnataka,15,989996.0,410957.0
Karnataka,16,739375.0,444730.0
Karnataka,17,398587.0,421364.0
Karnataka,18,350127.0,477435.0
Karnataka,19,480735.0,119400.0
Karnataka,20,1217660.0,104379.0
Karnataka,21,1580584.0,141383.0
Karnataka,22,1678867.0,144767.0
Karnataka,23,1320335.0,208824.0
Karnataka,24,2883750.0,317149.0
Karnataka,25,1512669.0,504248.0
Karnataka,26,1252304.0,627216.0
Karnataka,27,1097069.0,595421.0
Karnataka,28,934464.0,642256.0
Karnataka,29,956340.0,626938.0
Karnataka,30,1626937.0,766505.0
Karnataka,31,1193412.0,541653.0
Kerala,1,1681.0,0.0
Kerala,2,20263.0,0.0
Kerala,3,112281.0,0.0
Kerala,4,137506.0,0.0
Kerala,5,66436.0,0.0
Kerala,6,68561.0,38833.0
Kerala,7,82385.0,65387.0
Kerala,8,266903.0,82935.0
Kerala,9,286070.0,92459.0
Kerala,10,390816.0,70974.0
Kerala,11,467076.0,38955.0
Kerala,12,1516422.0,32540.0
Kerala,13,854454.0,70813.0
Kerala,14,887737.0,181061.0
Kerala,15,629977.0,365230.0
Kerala,16,281158.0,316503.0
Kerala,17,117554.0,409013.0
Kerala,18,238917.0,226940.0
Kerala,19,197568.0,28873.0
Kerala,20,546842.0,24248.0
Kerala,21,887365.0,112227.0
Kerala,22,885676.0,80716.0
Kerala,23,733256.0,188591.0
Kerala,24,829185.0,550951.0
Kerala,25,656728.0,624472.0
Kerala,26,381780.0,520910.0
Kerala,27,445090.0,538167.0
Kerala,28,887317.0,926404.0
Kerala,29,1234251.0,466643.0
Kerala,30,1305579.0,311750.0
Kerala,31,1864857.0,292218.0
Ladakh,1,9.0,0.0
Ladakh,2,321.0,0.0
Ladakh,3,629.0,0.0
Ladakh,4,858.0,0.0
Ladakh,5,1014.0,71.0
Ladakh,6,2952.0,529.0
Ladakh,7,3629.0,329.0
Ladakh,8,4975.0,1049.0
Ladakh,9,16350.0,926.0
Ladakh,10,7582.0,2367.0
Ladakh,11,1399.0,1382.0
Ladakh,12,12989.0,-22.0
Ladakh,13,11811.0,1282.0
Ladakh,14,2639.0,2749.0
Ladakh,15,4557.0,14163.0
Ladakh,16,3270.0,9633.0
Ladakh,17,8048.0,2030.0
Ladakh,18,3613.0,764.0
Ladakh,19,8160.0,7.0
Ladakh,20,22031.0,20.0
Ladakh,21,23530.0,33.0
Ladakh,22,13316.0,69.0
Ladakh,23,8127.0,96.0
Ladakh,24,6862.0,9816.0
Ladakh,25,5132.0,11037.0
Ladakh,26,7582.0,2400.0
Ladakh,27,3585.0,1439.0
Ladakh,28,800.0,1102.0
Ladakh,29,1311.0,4375.0
Ladakh,30,1345.0,2313.0
Ladakh,31,1109.0,2866.0
Lakshadweep,1,16.0,0.0
Lakshadweep,2,718.0,0.0
Lakshadweep,3,73.0,0.0
Lakshadweep,4,26.0,0.0
Lakshadweep,5,742.0,0.0
Lakshadweep,6,114.0,81.0
Lakshadweep,7,135.0,26.0
Lakshadweep,8,115.0,32.0
Lakshadweep,9,1066.0,720.0
Lakshadweep,10,623.0,628.0
Lakshadweep,11,539.0,194.0
Lakshadweep,12,1411.0,140.0
Lakshadweep,13,4572.0,736.0
Lakshadweep,14,4011.0,427.0
Lakshadweep,15,3092.0,785.0
Lakshadweep,16,1917.0,505.0
Lakshadweep,17,1070.0,1179.0
Lakshadweep,18,1212.0,1353.0
Lakshadweep,19,1654.0,115.0
Lakshadweep,20,2086.0,23.0
Lakshadweep,21,6130.0,28.0
Lakshadweep,22,7684.0,105.0
Lakshadweep,23,5120.0,81.0
Lakshadweep,24,2127.0,325.0
Lakshadweep,25,831.0,1065.0
Lakshadweep,26,852.0,2122.0
Lakshadweep,27,1010.0,2340.0
Lakshadweep,28,692.0,1432.0
Lakshadweep,29,600.0,1529.0
Lakshadweep,30,613.0,890.0
Lakshadweep,31,827.0,1014.0
Madhya Pradesh,1,9435.0,0.0
Madhya Pradesh,2,28993.0,0.0
Madhya Pradesh,3,246354.0,0.0
Madhya Pradesh,4,48050.0,0.0
Madhya Pradesh,5,215440.0,3.0
Madhya Pradesh,6,83365.0,3806.0
Madhya Pradesh,7,13079.0,155853.0
Madhya Pradesh,8,173094.0,72374.0
Madhya Pradesh,9,244648.0,102524.0
Madhya Pradesh,10,721547.0,121546.0
Madhya Pradesh,11,762733.0,40898.0
Madhya Pradesh,12,964061.0,35577.0
Madhya Pradesh,13,1355695.0,65850.0
Madhya Pradesh,14,1680423.0,158824.0
Madhya Pradesh,15,395867.0,195346.0
Madhya Pradesh,16,100502.0,151316.0
Madhya Pradesh,17,158351.0,328523.0
Madhya Pradesh,18,271204.0,258266.0
Madhya Pradesh,19,554907.0,62412.0
Madhya Pradesh,20,1070688.0,31114.0
Madhya Pradesh,21,1698452.0,48389.0
Madhya Pradesh,22,1159215.0,109117.0
Madhya Pradesh,23,1008031.0,112871.0
Madhya Pradesh,24,4480345.0,302148.0
Madhya Pradesh,25,1337997.0,455718.0
Madhya Pradesh,26,1345678.0,976357.0
Madhya Pradesh,27,1040003.0,225132.0
Madhya Pradesh,28,2118982.0,534334.0
Madhya Pradesh,29,3543073.0,620699.0
Madhya Pradesh,30,2381061.0,472778.0
Madhya Pradesh,31,2453364.0,451853.0
Maharashtra,1,5726.0,0.0
Maharashtra,2,63569.0,0.0
Maharashtra,3,164398.0,0.0
Maharashtra,4,202536.0,0.0
Maharashtra,5,216572.0,170.0
Maharashtra,6,215443.0,45244.0
Maharashtra,7,160121.0,113244.0
Maharashtra,8,296899.0,100919.0
Maharashtra,9,681065.0,152199.0
Maharashtra,10,942257.0,177480.0
Maharashtra,11,1073250.0,128956.0
Maharashtra,12,2474201.0,74323.0
Maharashtra,13,2473839.0,160842.0
Maharashtra,14,1879952.0,335766.0
Maharashtra,15,1477045.0,613961.0
Maharashtra,16,1310209.0,752567.0
Maharashtra,17,991799.0,662868.0
Maharashtra,18,1077530.0,888011.0
Maharashtra,19,627715.0,181306.0
Maharashtra,20,1375447.0,133559.0
Maharashtra,21,1568454.0,250105.0
Maharashtra,22,1415689.0,401441.0
Maharashtra,23,1440773.0,309258.0
Maharashtra,24,2912137.0,503333.0
Maharashtra,25,2025706.0,870945.0
Maharashtra,26,1527907.0,887485.0
Maharashtra,27,1738839.0,1298785.0
Maharashtra,28,1017462.0,801039.0
Maharashtra,29,1811093.0,1348164.0
Maharashtra,30,1571135.0,755234.0
Maharashtra,31,1644580.0,866488.0
Manipur,1,181.0,0.0
Manipur,2,916.0,0.0
Manipur,3,1836.0,0.0
Manipur,4,4048.0,0.0
Manipur,5,13830.0,55.0
Manipur,6,16712.0,1299.0
Manipur,7,10789.0,899.0
Manipur,8,13567.0,2286.0
Manipur,9,7923.0,5503.0
Manipur,10,5794.0,9586.0
Manipur,11,5835.0,10125.0
Manipur,12,1764.0,4015.0
Manipur,13,5619.0,9618.0
Manipur,14,13302.0,6624.0
Manipur,15,22319.0,5755.0
Manipur,16,77829.0,5937.0
Manipur,17,61348.0,5193.0
Manipur,18,43660.0,2830.0
Manipur,19,36440.0,341.0
Manipur,20,36977.0,270.0
Manipur,21,40799.0,580.0
Manipur,22,44617.0,516.0
Manipur,23,26947.0,711.0
Manipur,24,37680.0,905.0
Manipur,25,113145.0,2642.0
Manipur,26,132645.0,8924.0
Manipur,27,146530.0,19403.0
Manipur,28,106194.0,53225.0
Manipur,29,79047.0,48176.0
Manipur,30,42589.0,33042.0
Manipur,31,23004.0,27890.0
Meghalaya,1,102.0,0.0
Meghalaya,2,607.0,0.0
Meghalaya,3,2361.0,0.0
Meghalaya,4,2515.0,0.0
Meghalaya,5,7320.0,91.0
Meghalaya,6,16523.0,1592.0
Meghalaya,7,10786.0,1923.0
Meghalaya,8,7128.0,1902.0
Meghalaya,9,10312.0,5466.0
Meghalaya,10,10290.0,10536.0
Meghalaya,11,10160.0,10000.0
Meghalaya,12,7139.0,1367.0
Meghalaya,13,17841.0,5365.0
Meghalaya,14,22441.0,5708.0
